tag,batch,count,share_pct,batch_code,year,batch_order,total_companies,is_partial_batch
Auto Commerce,Summer 2025,0,0.0,S25,2025,20252,166,False
Auto Commerce,Fall 2025,0,0.0,F25,2025,20253,146,False
Auto Commerce,Winter 2026,0,0.0,W26,2026,20260,199,False
Auto Commerce,Spring 2026,0,0.0,X26,2026,20261,195,False
Auto Commerce,Summer 2026,0,0.0,S26,2026,20262,235,False
Auto Commerce,Fall 2026,0,0.0,F26,2026,20263,35,True
Auto Commerce,Winter 2027,0,0.0,W27,2027,20270,1,True
Automation,Winter 2021,4,1.19,W21,2021,20210,336,False
Automation,Summer 2021,1,0.256,S21,2021,20212,391,False
Automation,Winter 2022,1,0.251,W22,2022,20220,398,False
Automation,Summer 2022,3,1.282,S22,2022,20222,234,False
Automation,Winter 2023,8,2.92,W23,2023,20230,274,False
Automation,Summer 2023,7,3.182,S23,2023,20232,220,False
Automation,Winter 2024,11,4.435,W24,2024,20240,248,False
Automation,Summer 2024,8,3.226,S24,2024,20242,248,False
Automation,Fall 2024,4,4.255,F24,2024,20243,94,False
Automation,Winter 2025,4,2.41,W25,2025,20250,166,False
Automation,Spring 2025,5,3.497,X25,2025,20251,143,False
Automation,Summer 2025,3,1.807,S25,2025,20252,166,False
Automation,Fall 2025,4,2.74,F25,2025,20253,146,False
Automation,Winter 2026,3,1.508,W26,2026,20260,199,False
Automation,Spring 2026,2,1.026,X26,2026,20261,195,False
Automation,Summer 2026,11,4.681,S26,2026,20262,235,False
Automation,Fall 2026,1,2.857,F26,2026,20263,35,True
Automation,Winter 2027,0,0.0,W27,2027,20270,1,True
Automotive,Winter 2021,0,0.0,W21,2021,20210,336,False
Automotive,Summer 2021,0,0.0,S21,2021,20212,391,False
Automotive,Winter 2022,1,0.251,W22,2022,20220,398,False
Automotive,Summer 2022,2,0.855,S22,2022,20222,234,False
Automotive,Winter 2023,1,0.365,W23,2023,20230,274,False
Automotive,Summer 2023,1,0.455,S23,2023,20232,220,False
Automotive,Winter 2024,4,1.613,W24,2024,20240,248,False
Automotive,Summer 2024,2,0.806,S24,2024,20242,248,False
Automotive,Fall 2024,2,2.128,F24,2024,20243,94,False
Automotive,Winter 2025,0,0.0,W25,2025,20250,166,False
Automotive,Spring 2025,0,0.0,X25,2025,20251,143,False
Automotive,Summer 2025,0,0.0,S25,2025,20252,166,False
Automotive,Fall 2025,1,0.685,F25,2025,20253,146,False
Automotive,Winter 2026,1,0.503,W26,2026,20260,199,False
Automotive,Spring 2026,0,0.0,X26,2026,20261,195,False
Automotive,Summer 2026,1,0.426,S26,2026,20262,235,False
Automotive,Fall 2026,0,0.0,F26,2026,20263,35,True
Automotive,Winter 2027,0,0.0,W27,2027,20270,1,True
Autonomous Delivery,Winter 2021,1,0.298,W21,2021,20210,336,False
Autonomous Delivery,Summer 2021,1,0.256,S21,2021,20212,391,False
Autonomous Delivery,Winter 2022,0,0.0,W22,2022,20220,398,False
Autonomous Delivery,Summer 2022,0,0.0,S22,2022,20222,234,False
Autonomous Delivery,Winter 2023,0,0.0,W23,2023,20230,274,False
Autonomous Delivery,Summer 2023,0,0.0,S23,2023,20232,220,False
Autonomous Delivery,Winter 2024,0,0.0,W24,2024,20240,248,False
Autonomous Delivery,Summer 2024,0,0.0,S24,2024,20242,248,False
Autonomous Delivery,Fall 2024,0,0.0,F24,2024,20243,94,False
Autonomous Delivery,Winter 2025,0,0.0,W25,2025,20250,166,False
Autonomous Delivery,Spring 2025,0,0.0,X25,2025,20251,143,False
Autonomous Delivery,Summer 2025,0,0.0,S25,2025,20252,166,False
Autonomous Delivery,Fall 2025,0,0.0,F25,2025,20253,146,False
Autonomous Delivery,Winter 2026,0,0.0,W26,2026,20260,199,False
Autonomous Delivery,Spring 2026,0,0.0,X26,2026,20261,195,False
Autonomous Delivery,Summer 2026,0,0.0,S26,2026,20262,235,False
Autonomous Delivery,Fall 2026,0,0.0,F26,2026,20263,35,True
Autonomous Delivery,Winter 2027,0,0.0,W27,2027,20270,1,True
Autonomous Shipping,Winter 2021,0,0.0,W21,2021,20210,336,False
Autonomous Shipping,Summer 2021,0,0.0,S21,2021,20212,391,False
Autonomous Shipping,Winter 2022,0,0.0,W22,2022,20220,398,False
Autonomous Shipping,Summer 2022,0,0.0,S22,2022,20222,234,False
Autonomous Shipping,Winter 2023,0,0.0,W23,2023,20230,274,False
Autonomous Shipping,Summer 2023,0,0.0,S23,2023,20232,220,False
Autonomous Shipping,Winter 2024,0,0.0,W24,2024,20240,248,False
Autonomous Shipping,Summer 2024,0,0.0,S24,2024,20242,248,False
Autonomous Shipping,Fall 2024,0,0.0,F24,2024,20243,94,False
Autonomous Shipping,Winter 2025,0,0.0,W25,2025,20250,166,False
Autonomous Shipping,Spring 2025,1,0.699,X25,2025,20251,143,False
Autonomous Shipping,Summer 2025,0,0.0,S25,2025,20252,166,False
Autonomous Shipping,Fall 2025,0,0.0,F25,2025,20253,146,False
Autonomous Shipping,Winter 2026,0,0.0,W26,2026,20260,199,False
Autonomous Shipping,Spring 2026,0,0.0,X26,2026,20261,195,False
Autonomous Shipping,Summer 2026,0,0.0,S26,2026,20262,235,False
Autonomous Shipping,Fall 2026,0,0.0,F26,2026,20263,35,True
Autonomous Shipping,Winter 2027,0,0.0,W27,2027,20270,1,True
Autonomous Trucking,Winter 2021,2,0.595,W21,2021,20210,336,False
Autonomous Trucking,Summer 2021,0,0.0,S21,2021,20212,391,False
Autonomous Trucking,Winter 2022,0,0.0,W22,2022,20220,398,False
Autonomous Trucking,Summer 2022,0,0.0,S22,2022,20222,234,False
Autonomous Trucking,Winter 2023,0,0.0,W23,2023,20230,274,False
Autonomous Trucking,Summer 2023,0,0.0,S23,2023,20232,220,False
Autonomous Trucking,Winter 2024,0,0.0,W24,2024,20240,248,False
Autonomous Trucking,Summer 2024,0,0.0,S24,2024,20242,248,False
Autonomous Trucking,Fall 2024,0,0.0,F24,2024,20243,94,False
Autonomous Trucking,Winter 2025,0,0.0,W25,2025,20250,166,False
Autonomous Trucking,Spring 2025,0,0.0,X25,2025,20251,143,False
Autonomous Trucking,Summer 2025,0,0.0,S25,2025,20252,166,False
Autonomous Trucking,Fall 2025,0,0.0,F25,2025,20253,146,False
Autonomous Trucking,Winter 2026,0,0.0,W26,2026,20260,199,False
Autonomous Trucking,Spring 2026,0,0.0,X26,2026,20261,195,False
Autonomous Trucking,Summer 2026,0,0.0,S26,2026,20262,235,False
Autonomous Trucking,Fall 2026,0,0.0,F26,2026,20263,35,True
Autonomous Trucking,Winter 2027,0,0.0,W27,2027,20270,1,True
B2B,Winter 2021,78,23.214,W21,2021,20210,336,False
B2B,Summer 2021,102,26.087,S21,2021,20212,391,False
B2B,Winter 2022,102,25.628,W22,2022,20220,398,False
B2B,Summer 2022,89,38.034,S22,2022,20222,234,False
B2B,Winter 2023,97,35.401,W23,2023,20230,274,False
B2B,Summer 2023,52,23.636,S23,2023,20232,220,False
B2B,Winter 2024,57,22.984,W24,2024,20240,248,False
B2B,Summer 2024,65,26.21,S24,2024,20242,248,False
B2B,Fall 2024,18,19.149,F24,2024,20243,94,False
B2B,Winter 2025,33,19.88,W25,2025,20250,166,False
B2B,Spring 2025,26,18.182,X25,2025,20251,143,False
B2B,Summer 2025,33,19.88,S25,2025,20252,166,False
B2B,Fall 2025,36,24.658,F25,2025,20253,146,False
B2B,Winter 2026,11,5.528,W26,2026,20260,199,False
B2B,Spring 2026,11,5.641,X26,2026,20261,195,False
B2B,Summer 2026,53,22.553,S26,2026,20262,235,False
B2B,Fall 2026,4,11.429,F26,2026,20263,35,True
B2B,Winter 2027,1,100.0,W27,2027,20270,1,True
Banking as a Service,Winter 2021,2,0.595,W21,2021,20210,336,False
Banking as a Service,Summer 2021,1,0.256,S21,2021,20212,391,False
Banking as a Service,Winter 2022,6,1.508,W22,2022,20220,398,False
Banking as a Service,Summer 2022,2,0.855,S22,2022,20222,234,False
Banking as a Service,Winter 2023,0,0.0,W23,2023,20230,274,False
Banking as a Service,Summer 2023,1,0.455,S23,2023,20232,220,False
Banking as a Service,Winter 2024,0,0.0,W24,2024,20240,248,False
Banking as a Service,Summer 2024,0,0.0,S24,2024,20242,248,False
Banking as a Service,Fall 2024,0,0.0,F24,2024,20243,94,False
Banking as a Service,Winter 2025,0,0.0,W25,2025,20250,166,False
Banking as a Service,Spring 2025,0,0.0,X25,2025,20251,143,False
Banking as a Service,Summer 2025,0,0.0,S25,2025,20252,166,False
Banking as a Service,Fall 2025,0,0.0,F25,2025,20253,146,False
Banking as a Service,Winter 2026,0,0.0,W26,2026,20260,199,False
Banking as a Service,Spring 2026,0,0.0,X26,2026,20261,195,False
Banking as a Service,Summer 2026,0,0.0,S26,2026,20262,235,False
Banking as a Service,Fall 2026,0,0.0,F26,2026,20263,35,True
Banking as a Service,Winter 2027,0,0.0,W27,2027,20270,1,True
Beauty,Winter 2021,2,0.595,W21,2021,20210,336,False
Beauty,Summer 2021,1,0.256,S21,2021,20212,391,False
Beauty,Winter 2022,0,0.0,W22,2022,20220,398,False
Beauty,Summer 2022,0,0.0,S22,2022,20222,234,False
Beauty,Winter 2023,0,0.0,W23,2023,20230,274,False
Beauty,Summer 2023,0,0.0,S23,2023,20232,220,False
Beauty,Winter 2024,0,0.0,W24,2024,20240,248,False
Beauty,Summer 2024,0,0.0,S24,2024,20242,248,False
Beauty,Fall 2024,0,0.0,F24,2024,20243,94,False
Beauty,Winter 2025,0,0.0,W25,2025,20250,166,False
Beauty,Spring 2025,0,0.0,X25,2025,20251,143,False
Beauty,Summer 2025,0,0.0,S25,2025,20252,166,False
Beauty,Fall 2025,1,0.685,F25,2025,20253,146,False
Beauty,Winter 2026,0,0.0,W26,2026,20260,199,False
Beauty,Spring 2026,0,0.0,X26,2026,20261,195,False
Beauty,Summer 2026,0,0.0,S26,2026,20262,235,False
Beauty,Fall 2026,0,0.0,F26,2026,20263,35,True
Beauty,Winter 2027,0,0.0,W27,2027,20270,1,True
Big Data,Winter 2021,0,0.0,W21,2021,20210,336,False
Big Data,Summer 2021,3,0.767,S21,2021,20212,391,False
Big Data,Winter 2022,0,0.0,W22,2022,20220,398,False
Big Data,Summer 2022,1,0.427,S22,2022,20222,234,False
Big Data,Winter 2023,0,0.0,W23,2023,20230,274,False
Big Data,Summer 2023,2,0.909,S23,2023,20232,220,False
Big Data,Winter 2024,1,0.403,W24,2024,20240,248,False
Big Data,Summer 2024,2,0.806,S24,2024,20242,248,False
Big Data,Fall 2024,2,2.128,F24,2024,20243,94,False
Big Data,Winter 2025,1,0.602,W25,2025,20250,166,False
Big Data,Spring 2025,1,0.699,X25,2025,20251,143,False
Big Data,Summer 2025,2,1.205,S25,2025,20252,166,False
Big Data,Fall 2025,2,1.37,F25,2025,20253,146,False
Big Data,Winter 2026,0,0.0,W26,2026,20260,199,False
Big Data,Spring 2026,1,0.513,X26,2026,20261,195,False
Big Data,Summer 2026,3,1.277,S26,2026,20262,235,False
Big Data,Fall 2026,0,0.0,F26,2026,20263,35,True
Big Data,Winter 2027,0,0.0,W27,2027,20270,1,True
Billing,Winter 2021,0,0.0,W21,2021,20210,336,False
Billing,Summer 2021,1,0.256,S21,2021,20212,391,False
Billing,Winter 2022,1,0.251,W22,2022,20220,398,False
Billing,Summer 2022,0,0.0,S22,2022,20222,234,False
Billing,Winter 2023,0,0.0,W23,2023,20230,274,False
Billing,Summer 2023,2,0.909,S23,2023,20232,220,False
Billing,Winter 2024,0,0.0,W24,2024,20240,248,False
Billing,Summer 2024,1,0.403,S24,2024,20242,248,False
Billing,Fall 2024,0,0.0,F24,2024,20243,94,False
Billing,Winter 2025,0,0.0,W25,2025,20250,166,False
Billing,Spring 2025,0,0.0,X25,2025,20251,143,False
Billing,Summer 2025,0,0.0,S25,2025,20252,166,False
Billing,Fall 2025,0,0.0,F25,2025,20253,146,False
Billing,Winter 2026,0,0.0,W26,2026,20260,199,False
Billing,Spring 2026,0,0.0,X26,2026,20261,195,False
Billing,Summer 2026,0,0.0,S26,2026,20262,235,False
Billing,Fall 2026,0,0.0,F26,2026,20263,35,True
Billing,Winter 2027,0,0.0,W27,2027,20270,1,True
Biometrics,Winter 2021,0,0.0,W21,2021,20210,336,False
Biometrics,Summer 2021,1,0.256,S21,2021,20212,391,False
Biometrics,Winter 2022,1,0.251,W22,2022,20220,398,False
Biometrics,Summer 2022,0,0.0,S22,2022,20222,234,False
Biometrics,Winter 2023,0,0.0,W23,2023,20230,274,False
Biometrics,Summer 2023,0,0.0,S23,2023,20232,220,False
Biometrics,Winter 2024,0,0.0,W24,2024,20240,248,False
Biometrics,Summer 2024,0,0.0,S24,2024,20242,248,False
Biometrics,Fall 2024,0,0.0,F24,2024,20243,94,False
Biometrics,Winter 2025,0,0.0,W25,2025,20250,166,False
Biometrics,Spring 2025,0,0.0,X25,2025,20251,143,False
Biometrics,Summer 2025,0,0.0,S25,2025,20252,166,False
Biometrics,Fall 2025,1,0.685,F25,2025,20253,146,False
Biometrics,Winter 2026,0,0.0,W26,2026,20260,199,False
Biometrics,Spring 2026,0,0.0,X26,2026,20261,195,False
Biometrics,Summer 2026,0,0.0,S26,2026,20262,235,False
Biometrics,Fall 2026,0,0.0,F26,2026,20263,35,True
Biometrics,Winter 2027,0,0.0,W27,2027,20270,1,True
Bioplastic,Winter 2021,0,0.0,W21,2021,20210,336,False
Bioplastic,Summer 2021,0,0.0,S21,2021,20212,391,False
Bioplastic,Winter 2022,0,0.0,W22,2022,20220,398,False
Bioplastic,Summer 2022,1,0.427,S22,2022,20222,234,False
Bioplastic,Winter 2023,0,0.0,W23,2023,20230,274,False
Bioplastic,Summer 2023,0,0.0,S23,2023,20232,220,False
Bioplastic,Winter 2024,0,0.0,W24,2024,20240,248,False
Bioplastic,Summer 2024,0,0.0,S24,2024,20242,248,False
Bioplastic,Fall 2024,0,0.0,F24,2024,20243,94,False
Bioplastic,Winter 2025,0,0.0,W25,2025,20250,166,False
Bioplastic,Spring 2025,0,0.0,X25,2025,20251,143,False
Bioplastic,Summer 2025,0,0.0,S25,2025,20252,166,False
Bioplastic,Fall 2025,0,0.0,F25,2025,20253,146,False
Bioplastic,Winter 2026,0,0.0,W26,2026,20260,199,False
Bioplastic,Spring 2026,0,0.0,X26,2026,20261,195,False
Bioplastic,Summer 2026,0,0.0,S26,2026,20262,235,False
Bioplastic,Fall 2026,0,0.0,F26,2026,20263,35,True
Bioplastic,Winter 2027,0,0.0,W27,2027,20270,1,True
Biotech,Winter 2021,5,1.488,W21,2021,20210,336,False
Biotech,Summer 2021,15,3.836,S21,2021,20212,391,False
Biotech,Winter 2022,10,2.513,W22,2022,20220,398,False
Biotech,Summer 2022,8,3.419,S22,2022,20222,234,False
Biotech,Winter 2023,7,2.555,W23,2023,20230,274,False
Biotech,Summer 2023,6,2.727,S23,2023,20232,220,False
Biotech,Winter 2024,6,2.419,W24,2024,20240,248,False
Biotech,Summer 2024,11,4.435,S24,2024,20242,248,False
Biotech,Fall 2024,2,2.128,F24,2024,20243,94,False
Biotech,Winter 2025,2,1.205,W25,2025,20250,166,False
Biotech,Spring 2025,3,2.098,X25,2025,20251,143,False
Biotech,Summer 2025,3,1.807,S25,2025,20252,166,False
Biotech,Fall 2025,3,2.055,F25,2025,20253,146,False
Biotech,Winter 2026,1,0.503,W26,2026,20260,199,False
Biotech,Spring 2026,2,1.026,X26,2026,20261,195,False
Biotech,Summer 2026,9,3.83,S26,2026,20262,235,False
Biotech,Fall 2026,0,0.0,F26,2026,20263,35,True
Biotech,Winter 2027,0,0.0,W27,2027,20270,1,True
Biotechnology,Winter 2021,0,0.0,W21,2021,20210,336,False
Biotechnology,Summer 2021,2,0.512,S21,2021,20212,391,False
Biotechnology,Winter 2022,1,0.251,W22,2022,20220,398,False
Biotechnology,Summer 2022,1,0.427,S22,2022,20222,234,False
Biotechnology,Winter 2023,0,0.0,W23,2023,20230,274,False
Biotechnology,Summer 2023,0,0.0,S23,2023,20232,220,False
Biotechnology,Winter 2024,0,0.0,W24,2024,20240,248,False
Biotechnology,Summer 2024,1,0.403,S24,2024,20242,248,False
Biotechnology,Fall 2024,0,0.0,F24,2024,20243,94,False
Biotechnology,Winter 2025,1,0.602,W25,2025,20250,166,False
Biotechnology,Spring 2025,0,0.0,X25,2025,20251,143,False
Biotechnology,Summer 2025,1,0.602,S25,2025,20252,166,False
Biotechnology,Fall 2025,1,0.685,F25,2025,20253,146,False
Biotechnology,Winter 2026,1,0.503,W26,2026,20260,199,False
Biotechnology,Spring 2026,0,0.0,X26,2026,20261,195,False
Biotechnology,Summer 2026,2,0.851,S26,2026,20262,235,False
Biotechnology,Fall 2026,0,0.0,F26,2026,20263,35,True
Biotechnology,Winter 2027,0,0.0,W27,2027,20270,1,True
Booking,Winter 2021,0,0.0,W21,2021,20210,336,False
Booking,Summer 2021,0,0.0,S21,2021,20212,391,False
Booking,Winter 2022,0,0.0,W22,2022,20220,398,False
Booking,Summer 2022,0,0.0,S22,2022,20222,234,False
Booking,Winter 2023,0,0.0,W23,2023,20230,274,False
Booking,Summer 2023,0,0.0,S23,2023,20232,220,False
Booking,Winter 2024,0,0.0,W24,2024,20240,248,False
Booking,Summer 2024,0,0.0,S24,2024,20242,248,False
Booking,Fall 2024,0,0.0,F24,2024,20243,94,False
Booking,Winter 2025,1,0.602,W25,2025,20250,166,False
Booking,Spring 2025,0,0.0,X25,2025,20251,143,False
Booking,Summer 2025,0,0.0,S25,2025,20252,166,False
Booking,Fall 2025,0,0.0,F25,2025,20253,146,False
Booking,Winter 2026,0,0.0,W26,2026,20260,199,False
Booking,Spring 2026,0,0.0,X26,2026,20261,195,False
Booking,Summer 2026,0,0.0,S26,2026,20262,235,False
Booking,Fall 2026,0,0.0,F26,2026,20263,35,True
Booking,Winter 2027,0,0.0,W27,2027,20270,1,True
COVID-19,Winter 2021,0,0.0,W21,2021,20210,336,False
COVID-19,Summer 2021,0,0.0,S21,2021,20212,391,False
COVID-19,Winter 2022,1,0.251,W22,2022,20220,398,False
COVID-19,Summer 2022,0,0.0,S22,2022,20222,234,False
COVID-19,Winter 2023,0,0.0,W23,2023,20230,274,False
COVID-19,Summer 2023,0,0.0,S23,2023,20232,220,False
COVID-19,Winter 2024,0,0.0,W24,2024,20240,248,False
COVID-19,Summer 2024,0,0.0,S24,2024,20242,248,False
COVID-19,Fall 2024,0,0.0,F24,2024,20243,94,False
COVID-19,Winter 2025,0,0.0,W25,2025,20250,166,False
COVID-19,Spring 2025,0,0.0,X25,2025,20251,143,False
COVID-19,Summer 2025,0,0.0,S25,2025,20252,166,False
COVID-19,Fall 2025,0,0.0,F25,2025,20253,146,False
COVID-19,Winter 2026,0,0.0,W26,2026,20260,199,False
COVID-19,Spring 2026,0,0.0,X26,2026,20261,195,False
COVID-19,Summer 2026,0,0.0,S26,2026,20262,235,False
COVID-19,Fall 2026,0,0.0,F26,2026,20263,35,True
COVID-19,Winter 2027,0,0.0,W27,2027,20270,1,True
CRISPR,Winter 2021,0,0.0,W21,2021,20210,336,False
CRISPR,Summer 2021,0,0.0,S21,2021,20212,391,False
CRISPR,Winter 2022,0,0.0,W22,2022,20220,398,False
CRISPR,Summer 2022,0,0.0,S22,2022,20222,234,False
CRISPR,Winter 2023,0,0.0,W23,2023,20230,274,False
CRISPR,Summer 2023,0,0.0,S23,2023,20232,220,False
CRISPR,Winter 2024,0,0.0,W24,2024,20240,248,False
CRISPR,Summer 2024,0,0.0,S24,2024,20242,248,False
CRISPR,Fall 2024,0,0.0,F24,2024,20243,94,False
CRISPR,Winter 2025,1,0.602,W25,2025,20250,166,False
CRISPR,Spring 2025,0,0.0,X25,2025,20251,143,False
CRISPR,Summer 2025,0,0.0,S25,2025,20252,166,False
CRISPR,Fall 2025,0,0.0,F25,2025,20253,146,False
CRISPR,Winter 2026,0,0.0,W26,2026,20260,199,False
CRISPR,Spring 2026,0,0.0,X26,2026,20261,195,False
CRISPR,Summer 2026,0,0.0,S26,2026,20262,235,False
CRISPR,Fall 2026,0,0.0,F26,2026,20263,35,True
CRISPR,Winter 2027,0,0.0,W27,2027,20270,1,True
CRM,Winter 2021,0,0.0,W21,2021,20210,336,False
CRM,Summer 2021,1,0.256,S21,2021,20212,391,False
CRM,Winter 2022,1,0.251,W22,2022,20220,398,False
CRM,Summer 2022,1,0.427,S22,2022,20222,234,False
CRM,Winter 2023,1,0.365,W23,2023,20230,274,False
CRM,Summer 2023,2,0.909,S23,2023,20232,220,False
CRM,Winter 2024,1,0.403,W24,2024,20240,248,False
CRM,Summer 2024,1,0.403,S24,2024,20242,248,False
CRM,Fall 2024,0,0.0,F24,2024,20243,94,False
CRM,Winter 2025,2,1.205,W25,2025,20250,166,False
CRM,Spring 2025,0,0.0,X25,2025,20251,143,False
CRM,Summer 2025,0,0.0,S25,2025,20252,166,False
CRM,Fall 2025,1,0.685,F25,2025,20253,146,False
CRM,Winter 2026,0,0.0,W26,2026,20260,199,False
CRM,Spring 2026,0,0.0,X26,2026,20261,195,False
CRM,Summer 2026,0,0.0,S26,2026,20262,235,False
CRM,Fall 2026,0,0.0,F26,2026,20263,35,True
CRM,Winter 2027,0,0.0,W27,2027,20270,1,True
Calendar,Winter 2021,0,0.0,W21,2021,20210,336,False
Calendar,Summer 2021,1,0.256,S21,2021,20212,391,False
Calendar,Winter 2022,0,0.0,W22,2022,20220,398,False
Calendar,Summer 2022,0,0.0,S22,2022,20222,234,False
Calendar,Winter 2023,0,0.0,W23,2023,20230,274,False
Calendar,Summer 2023,0,0.0,S23,2023,20232,220,False
Calendar,Winter 2024,0,0.0,W24,2024,20240,248,False
Calendar,Summer 2024,0,0.0,S24,2024,20242,248,False
Calendar,Fall 2024,0,0.0,F24,2024,20243,94,False
Calendar,Winter 2025,0,0.0,W25,2025,20250,166,False
Calendar,Spring 2025,0,0.0,X25,2025,20251,143,False
Calendar,Summer 2025,0,0.0,S25,2025,20252,166,False
Calendar,Fall 2025,0,0.0,F25,2025,20253,146,False
Calendar,Winter 2026,0,0.0,W26,2026,20260,199,False
Calendar,Spring 2026,0,0.0,X26,2026,20261,195,False
Calendar,Summer 2026,0,0.0,S26,2026,20262,235,False
Calendar,Fall 2026,0,0.0,F26,2026,20263,35,True
Calendar,Winter 2027,0,0.0,W27,2027,20270,1,True
Call Center,Winter 2021,0,0.0,W21,2021,20210,336,False
Call Center,Summer 2021,0,0.0,S21,2021,20212,391,False
Call Center,Winter 2022,1,0.251,W22,2022,20220,398,False
Call Center,Summer 2022,2,0.855,S22,2022,20222,234,False
Call Center,Winter 2023,0,0.0,W23,2023,20230,274,False
Call Center,Summer 2023,0,0.0,S23,2023,20232,220,False
Call Center,Winter 2024,1,0.403,W24,2024,20240,248,False
Call Center,Summer 2024,3,1.21,S24,2024,20242,248,False
Call Center,Fall 2024,1,1.064,F24,2024,20243,94,False
Call Center,Winter 2025,1,0.602,W25,2025,20250,166,False
Call Center,Spring 2025,0,0.0,X25,2025,20251,143,False
Call Center,Summer 2025,0,0.0,S25,2025,20252,166,False
Call Center,Fall 2025,0,0.0,F25,2025,20253,146,False
Call Center,Winter 2026,0,0.0,W26,2026,20260,199,False
Call Center,Spring 2026,0,0.0,X26,2026,20261,195,False
Call Center,Summer 2026,0,0.0,S26,2026,20262,235,False
Call Center,Fall 2026,0,0.0,F26,2026,20263,35,True
Call Center,Winter 2027,0,0.0,W27,2027,20270,1,True
Carbon Capture and Removal,Winter 2021,1,0.298,W21,2021,20210,336,False
Carbon Capture and Removal,Summer 2021,4,1.023,S21,2021,20212,391,False
Carbon Capture and Removal,Winter 2022,2,0.503,W22,2022,20220,398,False
Carbon Capture and Removal,Summer 2022,1,0.427,S22,2022,20222,234,False
Carbon Capture and Removal,Winter 2023,0,0.0,W23,2023,20230,274,False
Carbon Capture and Removal,Summer 2023,0,0.0,S23,2023,20232,220,False
Carbon Capture and Removal,Winter 2024,0,0.0,W24,2024,20240,248,False
Carbon Capture and Removal,Summer 2024,0,0.0,S24,2024,20242,248,False
Carbon Capture and Removal,Fall 2024,0,0.0,F24,2024,20243,94,False
Carbon Capture and Removal,Winter 2025,0,0.0,W25,2025,20250,166,False
Carbon Capture and Removal,Spring 2025,0,0.0,X25,2025,20251,143,False
Carbon Capture and Removal,Summer 2025,0,0.0,S25,2025,20252,166,False
Carbon Capture and Removal,Fall 2025,0,0.0,F25,2025,20253,146,False
Carbon Capture and Removal,Winter 2026,0,0.0,W26,2026,20260,199,False
Carbon Capture and Removal,Spring 2026,0,0.0,X26,2026,20261,195,False
