tag,Summer 2005,Winter 2006,Summer 2006,Winter 2007,Summer 2007,Winter 2008,Summer 2008,Winter 2009,Summer 2009,Winter 2010,Summer 2010,Winter 2011,Summer 2011,Winter 2012,Summer 2012,Winter 2013,Summer 2013,Winter 2014,Summer 2014,Winter 2015,Summer 2015,Winter 2016,Summer 2016,Winter 2017,Summer 2017,Winter 2018,Summer 2018,Winter 2019,Summer 2019,Winter 2020,Summer 2020,Winter 2021,Summer 2021,Winter 2022,Summer 2022,Winter 2023,Summer 2023,Winter 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026,Spring 2026,Summer 2026,Fall 2026,Winter 2027
Restaurant Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.226,0.0,0.0,0.0,0.0,0.0,2.174,0.0,0.0,1.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,1.163,0.0,0.0,0.305,0.262,0.0,0.0,0.418,0.535,0.488,0.0,0.0,0.0,0.0,0.855,0.847,0.0,0.0,0.862,0.0,0.0
Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.263,0.0,3.279,1.316,2.174,0.0,4.348,0.0,2.913,0.0,0.893,5.155,1.739,0.826,0.0,0.0,0.532,1.163,1.357,0.493,0.305,0.785,0.257,0.893,2.092,1.604,0.488,0.99,0.0,0.0,1.818,0.0,0.0,0.0,0.0,0.431,0.0,0.0
Retail Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.632,0.0,0.0,0.0,2.174,0.0,0.0,0.0,0.971,1.075,0.893,0.0,0.0,0.826,0.0,0.787,1.064,0.581,0.905,0.493,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.495,2.703,0.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reviews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ridesharing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robotic Process Automation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.787,1.064,0.581,0.452,0.0,1.22,0.262,0.257,0.893,0.837,1.604,0.0,1.485,0.0,1.562,0.909,0.855,0.847,2.083,2.0,1.724,0.0,0.0
Robotic Surgery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709,0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robotics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639,2.632,0.0,2.174,0.0,0.0,0.971,3.226,2.679,2.062,0.0,1.653,3.546,1.575,2.66,1.744,3.167,0.493,2.744,0.785,1.285,1.339,0.418,0.0,2.927,4.455,1.351,3.906,8.182,4.274,7.627,6.25,10.0,12.069,8.824,0.0
Rocketry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.0,0.0,0.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488,0.0,0.0,0.0,0.0,0.0,0.847,0.0,0.0,0.0,0.0,0.0
SEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262,0.257,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
SMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.632,0.0,1.639,0.0,0.0,2.174,0.0,0.0,0.0,0.0,0.0,1.031,0.87,0.0,0.0,0.787,0.0,0.581,0.0,0.493,0.305,0.0,0.257,0.0,0.418,0.535,1.463,0.0,0.0,0.0,0.0,0.0,0.847,0.0,0.0,0.431,0.0,0.0
SMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452,0.0,0.0,0.0,0.257,0.0,0.0,0.535,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaaS,0.0,50.0,0.0,16.667,0.0,14.286,22.222,0.0,6.667,10.0,0.0,18.421,22.0,9.836,14.474,10.87,8.696,17.391,9.211,12.621,22.581,16.071,7.216,10.435,11.57,14.184,16.535,18.617,19.186,24.887,33.99,28.659,31.414,27.249,30.357,35.983,22.995,15.122,19.802,21.622,20.312,12.727,14.53,9.322,10.417,12.0,10.345,5.882,0.0
Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.667,0.0,0.0,0.0,4.0,1.639,0.0,0.0,0.0,0.0,2.632,0.0,0.0,3.571,1.031,0.0,0.0,0.0,0.787,1.064,0.0,1.357,0.985,1.524,1.832,3.342,5.804,4.184,5.348,5.854,1.98,2.703,7.031,4.545,2.564,1.695,0.0,0.0,1.724,0.0,0.0
Sales Enablement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.449,0.0,0.971,0.0,0.0,2.062,0.0,0.0,0.0,0.0,0.532,0.0,0.452,0.493,0.305,1.047,1.285,1.786,1.255,1.07,1.463,0.495,0.0,3.125,0.909,1.709,0.0,0.0,2.0,0.862,0.0,0.0
Satellites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,0.0,0.893,0.0,0.0,0.826,0.0,0.0,0.0,0.0,0.452,0.0,1.22,0.262,0.771,0.893,0.418,0.535,0.976,0.495,0.0,0.0,0.0,0.0,1.695,0.0,0.0,0.431,2.941,0.0
Scheduling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,0.0,0.893,0.0,0.87,0.826,0.0,0.787,0.532,0.0,0.452,0.493,0.61,0.0,0.0,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083,0.0,0.0,0.0,0.0
Search,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262,0.771,0.893,0.0,1.604,2.439,0.495,1.351,0.0,0.0,1.709,0.0,0.0,0.0,0.0,0.0,0.0
Security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.226,0.0,0.0,4.918,1.316,2.174,0.0,1.449,1.316,2.913,1.075,2.679,0.0,1.739,1.653,3.546,1.575,1.596,0.581,0.905,0.985,1.524,1.832,2.571,1.786,1.674,1.604,2.927,1.485,1.351,0.0,3.636,2.564,1.695,0.0,2.0,2.586,0.0,0.0
"Security Orchestration, Automation and Response (SOAR)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Self-Driving Vehicles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.449,0.0,0.0,0.0,0.893,0.0,0.87,0.0,0.0,0.0,0.0,0.581,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.0,0.0
Semiconductors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493,0.0,0.0,0.0,0.0,0.0,1.07,0.488,1.98,0.0,0.781,0.909,0.0,0.0,2.083,2.0,3.017,2.941,0.0
Skincare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.0,0.0
Sleep Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.942,0.0,0.0,0.0,0.87,0.0,1.418,0.0,0.532,0.0,0.0,0.0,0.305,0.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Small Modular Reactors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smart Clothing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.0,0.0,0.826,0.709,0.787,0.0,0.0,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smart Home Assistants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.449,0.0,0.0,0.0,0.0,1.031,0.87,0.0,0.709,0.787,0.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.847,0.0,0.0,0.0,0.0,0.0
Smart Locks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smart Waste Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.0,0.0
Social,50.0,0.0,20.0,0.0,0.0,28.571,22.222,0.0,6.667,0.0,6.452,0.0,2.0,8.197,5.263,0.0,2.174,0.0,0.0,2.913,0.0,0.893,1.031,0.87,3.306,2.837,1.575,1.596,0.581,3.167,2.956,0.61,0.262,1.542,0.893,0.418,0.0,0.488,0.0,0.0,1.562,1.818,0.0,1.695,0.0,4.0,0.0,2.941,0.0
Social Media,50.0,0.0,0.0,16.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639,1.316,2.174,0.0,0.0,1.316,0.971,0.0,1.786,2.062,0.87,2.479,0.0,0.0,0.0,0.581,0.0,0.0,0.915,0.0,0.0,0.0,0.418,0.0,1.463,1.98,4.054,0.0,0.909,0.0,2.542,0.0,0.0,0.0,0.0,0.0
Social Network,50.0,0.0,20.0,16.667,0.0,0.0,0.0,0.0,0.0,0.0,3.226,0.0,2.0,1.639,2.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.826,0.0,0.0,0.532,1.163,0.452,0.493,0.305,0.262,0.0,0.0,0.0,0.0,1.463,0.0,0.0,0.0,0.909,0.0,0.847,0.0,0.0,0.0,0.0,0.0
Solar Power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,2.151,0.0,1.031,0.0,0.826,0.0,0.787,0.0,0.0,0.0,0.0,0.0,0.524,0.771,0.893,0.837,0.0,0.488,0.495,0.0,0.781,0.0,0.0,0.0,2.083,0.0,0.0,0.0,0.0
Space Exploration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,0.0,1.786,0.0,0.0,0.826,0.0,0.787,0.532,0.581,0.0,0.0,0.61,1.047,0.257,0.446,0.0,0.0,0.0,0.495,0.0,0.781,0.0,0.0,0.0,0.0,0.0,0.862,2.941,0.0
Speech Recognition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262,0.514,0.0,0.0,0.0,0.488,0.0,0.0,0.0,0.0,0.855,0.0,0.0,0.0,0.0,0.0,0.0
Sports Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.786,1.031,1.739,0.0,1.418,0.0,0.532,0.0,0.452,0.493,0.61,0.0,0.0,0.893,0.0,0.0,0.488,0.0,0.0,0.781,0.0,0.0,1.695,0.0,0.0,0.0,0.0,0.0
Stocks,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.862,0.0,0.0
Subscriptions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174,1.449,1.316,0.0,0.0,0.0,0.0,0.87,0.826,2.128,0.787,1.596,0.0,0.452,0.493,2.744,1.047,1.285,0.446,0.837,0.535,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Supply Chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,2.174,2.174,1.449,0.0,1.942,0.0,1.786,0.0,1.739,1.653,0.709,3.937,0.532,1.163,1.357,2.463,1.829,1.047,1.542,2.232,0.837,2.674,1.951,4.95,1.351,0.781,1.818,5.983,0.0,2.083,0.0,3.448,0.0,0.0
Sustainability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,1.942,1.075,0.0,0.0,0.0,1.653,0.0,2.362,0.0,0.0,0.0,0.0,0.0,0.785,0.0,0.0,0.0,0.0,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862,0.0,0.0
Sustainable Agriculture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075,0.0,0.0,0.0,0.0,0.0,0.787,0.0,0.0,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sustainable Fashion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.031,0.0,0.826,0.0,0.0,0.0,0.581,0.905,0.0,0.305,0.262,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sustainable Tourism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.0,0.0,0.0,0.0,0.0,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swarm Robotics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.293,0.0,0.0
Synthetic Biology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,1.786,1.031,0.0,0.0,0.709,0.0,0.0,0.0,1.81,0.493,0.0,1.047,0.514,1.339,0.837,0.535,1.463,2.475,0.0,0.0,0.0,0.855,0.0,0.0,0.0,0.862,0.0,0.0
Talent Acquisition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,1.163,0.0,0.493,0.0,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.941,0.0
Team Collaboration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174,0.0,1.449,0.0,0.971,0.0,0.893,1.031,0.0,0.0,0.0,0.0,1.064,0.0,0.0,0.493,0.305,0.0,0.0,0.0,0.0,0.535,0.488,0.0,0.0,0.781,1.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telecommunications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.639,1.316,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,1.739,0.0,0.709,0.0,1.064,0.0,0.452,0.493,0.915,0.524,0.0,0.446,0.418,0.535,1.463,0.0,1.351,1.562,0.0,0.0,0.0,0.0,2.0,0.431,0.0,0.0
Telehealth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.971,0.0,0.0,1.031,0.0,0.0,1.418,0.787,0.0,1.163,0.0,1.478,0.61,1.309,0.771,1.339,0.418,0.535,0.488,0.0,0.0,0.0,0.909,0.0,0.847,0.0,0.0,0.431,0.0,0.0
Telemedicine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075,0.893,0.0,1.739,0.0,0.0,0.0,1.596,0.0,1.357,0.985,1.524,1.309,1.542,0.0,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapeutics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,0.0,0.709,1.575,0.532,1.163,2.262,0.985,0.305,1.571,1.028,3.125,0.837,0.535,2.439,0.99,0.0,0.781,0.0,0.0,0.0,0.0,2.0,0.431,0.0,0.0
Ticketing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.449,0.0,0.0,0.0,0.0,1.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time Series,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174,0.0,1.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.0,0.0
Trading,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.532,0.0,0.0,0.0,0.305,0.524,0.514,0.0,0.418,0.0,0.0,0.0,1.351,0.781,0.909,0.0,0.0,2.083,4.0,1.724,0.0,0.0
Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.174,0.0,0.0,0.0,2.913,1.075,3.571,0.0,1.739,1.653,0.709,0.787,1.064,0.0,0.905,0.985,0.0,0.524,0.771,0.893,0.837,0.535,0.0,0.495,1.351,0.781,0.909,0.0,0.847,0.0,0.0,0.0,0.0,0.0
Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,0.0,0.0,3.226,0.0,0.0,3.279,3.947,2.174,2.174,2.899,1.316,2.913,2.151,0.0,1.031,0.0,0.826,0.0,1.575,2.128,0.0,0.905,0.493,0.915,0.524,1.028,0.0,0.0,1.07,1.463,1.485,1.351,0.781,0.0,0.855,0.0,0.0,0.0,0.431,0.0,0.0
Trust & Safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257,0.0,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Unmanned Vehicle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452,0.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.0,0.0
VR Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.031,0.0,0.0,0.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vaccines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.0,0.0
Vertical Farming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075,0.0,0.0,0.0,0.0,0.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Video,0.0,0.0,0.0,16.667,0.0,14.286,0.0,0.0,6.667,30.0,0.0,0.0,8.0,3.279,7.895,0.0,4.348,2.899,0.0,0.0,3.226,2.679,3.093,1.739,2.479,0.709,0.0,1.064,0.0,0.905,1.97,1.22,1.047,0.771,1.339,2.092,1.604,3.415,1.485,4.054,0.0,0.0,3.419,3.39,0.0,0.0,0.431,0.0,0.0
Virtual Reality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,0.0,1.418,0.0,0.0,1.163,0.0,0.0,0.305,0.262,1.028,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.0,0.0
Warehouse Management Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.0,0.0,0.0,0.0,1.575,0.532,0.0,0.0,0.493,0.61,0.524,0.514,0.0,0.418,0.0,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.0,0.0
Weather,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.0,0.452,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Web Development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639,0.0,0.0,0.0,0.0,1.316,0.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.524,0.257,0.446,0.418,2.139,0.488,0.495,0.0,0.781,0.909,0.855,0.847,0.0,2.0,0.0,0.0,0.0
Women's Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,0.0,0.826,0.0,0.787,0.532,1.163,0.0,0.0,0.0,1.047,0.257,0.0,0.418,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.847,0.0,0.0,0.0,0.0,0.0
