tag,Summer 2005,Winter 2006,Summer 2006,Winter 2007,Summer 2007,Winter 2008,Summer 2008,Winter 2009,Summer 2009,Winter 2010,Summer 2010,Winter 2011,Summer 2011,Winter 2012,Summer 2012,Winter 2013,Summer 2013,Winter 2014,Summer 2014,Winter 2015,Summer 2015,Winter 2016,Summer 2016,Winter 2017,Summer 2017,Winter 2018,Summer 2018,Winter 2019,Summer 2019,Winter 2020,Summer 2020,Winter 2021,Summer 2021,Winter 2022,Summer 2022,Winter 2023,Summer 2023,Winter 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026,Spring 2026,Summer 2026,Fall 2026,Winter 2027
Restaurant Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.778,0.0,0.0,0.0,0.0,0.0,1.923,0.0,0.0,1.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515,1.136,0.0,0.0,0.298,0.256,0.0,0.0,0.365,0.455,0.403,0.0,0.0,0.0,0.0,0.602,0.685,0.0,0.0,0.851,0.0,0.0
Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.444,0.0,3.03,1.205,2.174,0.0,4.054,0.0,2.727,0.0,0.82,4.902,1.724,0.8,0.0,0.0,0.515,1.136,1.316,0.478,0.298,0.767,0.251,0.855,1.825,1.364,0.403,0.806,0.0,0.0,1.399,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Retail Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.222,0.0,0.0,0.0,2.174,0.0,0.0,0.0,0.909,0.962,0.82,0.0,0.0,0.8,0.0,0.763,1.031,0.568,0.877,0.478,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.403,2.128,0.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reviews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ridesharing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robotic Process Automation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862,0.0,0.0,0.763,1.031,0.568,0.439,0.0,1.19,0.256,0.251,0.855,0.73,1.364,0.0,1.21,0.0,1.205,0.699,0.602,0.685,0.503,0.513,1.702,0.0,0.0
Robotic Surgery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685,0.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robotics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515,2.41,0.0,1.923,0.0,0.0,0.909,2.885,2.459,1.961,0.0,1.6,3.425,1.527,2.577,1.705,3.07,0.478,2.679,0.767,1.256,1.282,0.365,0.0,2.419,3.629,1.064,3.012,6.294,3.012,6.164,1.508,2.564,11.915,8.571,0.0
Rocketry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.685,0.0,0.0,0.0,0.0,0.0
SEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.251,0.0,0.0,0.0,0.0,0.0,1.064,0.0,0.0,0.0,0.0,0.0,0.513,0.0,0.0,0.0
SMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.704,0.0,2.222,0.0,1.515,0.0,0.0,1.923,0.0,0.0,0.0,0.0,0.0,0.98,0.862,0.0,0.0,0.763,0.0,0.568,0.0,0.478,0.298,0.0,0.251,0.0,0.365,0.455,1.21,0.0,0.0,0.0,0.0,0.0,0.685,0.0,0.0,0.426,0.0,0.0
SMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.205,0.0,0.0,0.0,1.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.439,0.0,0.0,0.0,0.251,0.0,0.0,0.455,0.0,0.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaaS,0.0,14.286,0.0,7.692,0.0,4.762,9.091,0.0,3.846,3.704,0.0,15.556,18.333,9.091,13.253,10.87,7.692,16.216,8.974,11.818,20.192,14.754,6.863,10.345,11.2,13.699,16.031,18.041,18.75,24.123,33.014,27.976,30.691,26.633,29.06,31.387,19.545,12.5,16.129,17.021,15.663,9.79,10.241,7.534,2.513,3.077,10.213,5.714,0.0
Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.846,0.0,0.0,0.0,3.333,1.515,0.0,0.0,0.0,0.0,2.564,0.0,0.0,3.279,0.98,0.0,0.0,0.0,0.763,1.031,0.0,1.316,0.957,1.488,1.79,3.266,5.556,3.65,4.545,4.839,1.613,2.128,5.422,3.497,1.807,1.37,0.0,0.0,1.702,0.0,0.0
Sales Enablement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.909,0.0,0.0,1.961,0.0,0.0,0.0,0.0,0.515,0.0,0.439,0.478,0.298,1.023,1.256,1.709,1.095,0.909,1.21,0.403,0.0,2.41,0.699,1.205,0.0,0.0,0.513,0.851,0.0,0.0
Satellites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,0.0,0.82,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.439,0.0,1.19,0.256,0.754,0.855,0.365,0.455,0.806,0.403,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.426,2.857,0.0
Scheduling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,0.0,0.82,0.0,0.862,0.8,0.0,0.763,0.515,0.0,0.439,0.478,0.595,0.0,0.0,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503,0.0,0.0,0.0,0.0
Search,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.754,0.855,0.0,1.364,2.016,0.403,1.064,0.0,0.0,1.205,0.0,0.0,0.0,0.0,0.0,0.0
Security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.778,0.0,0.0,4.545,1.205,2.174,0.0,1.351,1.282,2.727,0.962,2.459,0.0,1.724,1.6,3.425,1.527,1.546,0.568,0.877,0.957,1.488,1.79,2.513,1.709,1.46,1.364,2.419,1.21,1.064,0.0,2.797,1.807,1.37,0.0,0.513,2.553,0.0,0.0
"Security Orchestration, Automation and Response (SOAR)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Self-Driving Vehicles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.82,0.0,0.862,0.0,0.0,0.0,0.0,0.568,0.0,0.0,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Semiconductors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.478,0.0,0.0,0.0,0.0,0.0,0.909,0.403,1.613,0.0,0.602,0.699,0.0,0.0,0.503,0.513,2.979,2.857,0.0
Skincare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Sleep Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.818,0.0,0.0,0.0,0.862,0.0,1.37,0.0,0.515,0.0,0.0,0.0,0.298,0.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Small Modular Reactors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smart Clothing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.8,0.685,0.763,0.0,0.0,0.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smart Home Assistants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.98,0.862,0.0,0.685,0.763,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685,0.0,0.0,0.0,0.0,0.0
Smart Locks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smart Waste Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Social,11.111,0.0,10.0,0.0,0.0,9.524,9.091,0.0,3.846,0.0,5.556,0.0,1.667,7.576,4.819,0.0,1.923,0.0,0.0,2.727,0.0,0.82,0.98,0.862,3.2,2.74,1.527,1.546,0.568,3.07,2.871,0.595,0.256,1.508,0.855,0.365,0.0,0.403,0.0,0.0,1.205,1.399,0.0,1.37,0.0,1.026,0.0,2.857,0.0
Social Media,11.111,0.0,0.0,7.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515,1.205,2.174,0.0,0.0,1.282,0.909,0.0,1.639,1.961,0.862,2.4,0.0,0.0,0.0,0.568,0.0,0.0,0.893,0.0,0.0,0.0,0.365,0.0,1.21,1.613,3.191,0.0,0.699,0.0,2.055,0.0,0.0,0.0,0.0,0.0
Social Network,11.111,0.0,10.0,7.692,0.0,0.0,0.0,0.0,0.0,0.0,2.778,0.0,1.667,1.515,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862,0.8,0.0,0.0,0.515,1.136,0.439,0.478,0.298,0.256,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.699,0.0,0.685,0.0,0.0,0.0,0.0,0.0
Solar Power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,1.923,0.0,0.98,0.0,0.8,0.0,0.763,0.0,0.0,0.0,0.0,0.0,0.512,0.754,0.855,0.73,0.0,0.403,0.403,0.0,0.602,0.0,0.0,0.0,0.503,0.0,0.0,0.0,0.0
Space Exploration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,0.0,1.639,0.0,0.0,0.8,0.0,0.763,0.515,0.568,0.0,0.0,0.595,1.023,0.251,0.427,0.0,0.0,0.0,0.403,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.851,2.857,0.0
Speech Recognition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.503,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.0
Sports Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639,0.98,1.724,0.0,1.37,0.0,0.515,0.0,0.439,0.478,0.595,0.0,0.0,0.855,0.0,0.0,0.403,0.0,0.0,0.602,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0
Stocks,0.0,0.0,0.0,0.0,5.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513,0.851,0.0,0.0
Subscriptions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923,1.351,1.282,0.0,0.0,0.0,0.0,0.862,0.8,2.055,0.763,1.546,0.0,0.439,0.478,2.679,1.023,1.256,0.427,0.73,0.455,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Supply Chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.205,2.174,1.923,1.351,0.0,1.818,0.0,1.639,0.0,1.724,1.6,0.685,3.817,0.515,1.136,1.316,2.392,1.786,1.023,1.508,2.137,0.73,2.273,1.613,4.032,1.064,0.602,1.399,4.217,0.0,0.503,0.0,3.404,0.0,0.0
Sustainability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,1.205,0.0,0.0,0.0,0.0,1.818,0.962,0.0,0.0,0.0,1.6,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.767,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.851,0.0,0.0
Sustainable Agriculture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.962,0.0,0.0,0.0,0.0,0.0,0.763,0.0,0.0,0.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sustainable Fashion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.8,0.0,0.0,0.0,0.568,0.877,0.0,0.298,0.256,0.0,0.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sustainable Tourism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515,0.0,0.0,0.0,0.0,0.0,0.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swarm Robotics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.277,0.0,0.0
Synthetic Biology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.282,0.0,0.0,1.639,0.98,0.0,0.0,0.685,0.0,0.0,0.0,1.754,0.478,0.0,1.023,0.503,1.282,0.73,0.455,1.21,2.016,0.0,0.0,0.0,0.602,0.0,0.0,0.0,0.851,0.0,0.0
Talent Acquisition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.205,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,1.136,0.0,0.478,0.0,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857,0.0
Team Collaboration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174,0.0,1.351,0.0,0.909,0.0,0.82,0.98,0.0,0.0,0.0,0.0,1.031,0.0,0.0,0.478,0.298,0.0,0.0,0.0,0.0,0.455,0.403,0.0,0.0,0.602,1.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telecommunications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.667,1.515,1.205,0.0,0.0,0.0,1.282,0.0,0.0,0.0,0.0,1.724,0.0,0.685,0.0,1.031,0.0,0.439,0.478,0.893,0.512,0.0,0.427,0.365,0.455,1.21,0.0,1.064,1.205,0.0,0.0,0.0,0.0,0.513,0.426,0.0,0.0
Telehealth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.282,0.909,0.0,0.0,0.98,0.0,0.0,1.37,0.763,0.0,1.136,0.0,1.435,0.595,1.279,0.754,1.282,0.365,0.455,0.403,0.0,0.0,0.0,0.699,0.0,0.685,0.0,0.0,0.426,0.0,0.0
Telemedicine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.962,0.82,0.0,1.724,0.0,0.0,0.0,1.546,0.0,1.316,0.957,1.488,1.279,1.508,0.0,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapeutics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,0.0,0.0,0.0,0.0,0.0,0.685,1.527,0.515,1.136,2.193,0.957,0.298,1.535,1.005,2.991,0.73,0.455,2.016,0.806,0.0,0.602,0.0,0.0,0.0,0.0,0.513,0.426,0.0,0.0
Ticketing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time Series,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Trading,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.515,0.0,0.0,0.0,0.298,0.512,0.503,0.0,0.365,0.0,0.0,0.0,1.064,0.602,0.699,0.0,0.0,0.503,1.026,1.702,0.0,0.0
Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.667,0.0,0.0,2.174,0.0,0.0,0.0,2.727,0.962,3.279,0.0,1.724,1.6,0.685,0.763,1.031,0.0,0.877,0.957,0.0,0.512,0.754,0.855,0.73,0.455,0.0,0.403,1.064,0.602,0.699,0.0,0.685,0.0,0.0,0.0,0.0,0.0
Travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,2.778,0.0,0.0,3.03,3.614,2.174,1.923,2.703,1.282,2.727,1.923,0.0,0.98,0.0,0.8,0.0,1.527,2.062,0.0,0.877,0.478,0.893,0.512,1.005,0.0,0.0,0.909,1.21,1.21,1.064,0.602,0.0,0.602,0.0,0.0,0.0,0.426,0.0,0.0
Trust & Safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251,0.0,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513,0.0,0.0,0.0
Unmanned Vehicle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.439,0.0,0.0,0.0,0.0,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
VR Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vaccines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Vertical Farming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.962,0.0,0.0,0.0,0.0,0.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Video,0.0,0.0,0.0,7.692,0.0,4.762,0.0,0.0,3.846,11.111,0.0,0.0,6.667,3.03,7.229,0.0,3.846,2.703,0.0,0.0,2.885,2.459,2.941,1.724,2.4,0.685,0.0,1.031,0.0,0.877,1.914,1.19,1.023,0.754,1.282,1.825,1.364,2.823,1.21,3.191,0.0,0.0,2.41,2.74,0.0,0.0,0.426,0.0,0.0
Virtual Reality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,1.136,0.0,0.0,0.298,0.256,1.005,0.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Warehouse Management Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,1.527,0.515,0.0,0.0,0.478,0.595,0.512,0.503,0.0,0.365,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Weather,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515,0.0,0.439,0.0,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Web Development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515,0.0,0.0,0.0,0.0,1.282,0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595,0.512,0.251,0.427,0.365,1.818,0.403,0.403,0.0,0.602,0.699,0.602,0.685,0.0,0.513,0.0,0.0,0.0
Women's Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515,0.0,0.0,0.0,0.0,1.282,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.763,0.515,1.136,0.0,0.0,0.0,1.023,0.251,0.0,0.365,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.685,0.0,0.0,0.0,0.0,0.0
